id,world_port_index_number,main_port_name,wpi_country,Latitude,Longitude,region
33365,12970,SANTOS,Brazil,-23.95,-46.3,BRAZIL SE COAST
33366,12980,PARANAGUA,Brazil,-25.5,-48.516667,BRAZIL SE COAST
33367,12990,ANTONINA,Brazil,-25.433333,-48.7,BRAZIL SE COAST
33368,13000,SAO FRANCISCO,Brazil,-26.25,-48.633333,BRAZIL SE COAST
33369,13010,JOINVILLE,Brazil,-26.316667,-48.85,BRAZIL SE COAST
33370,13020,ITAJAI,Brazil,-26.916667,-48.633333,BRAZIL SE COAST
33371,13030,FLORIANOPOLIS,Brazil,-27.6,-48.55,BRAZIL SE COAST
33372,13040,IMBITUBA,Brazil,-28.283333,-48.683333,BRAZIL SE COAST
33373,13050,LAGUNA,Brazil,-28.5,-48.783333,BRAZIL SE COAST
33374,13055,TRAMANDATI,Brazil,-29.983333,-50.133333,BRAZIL SE COAST
33375,13060,RIO GRANDE,Brazil,-32.05,-52.083333,BRAZIL SE COAST
33376,13070,PELOTAS,Brazil,-31.783333,-52.333333,BRAZIL SE COAST
33377,13080,PORTO ALEGRE,Brazil,-30.033333,-51.233333,BRAZIL SE COAST
33378,13100,LA PALOMA,Uruguay,-34.65,-54.15,URUGUAY
33379,13120,MONTEVIDEO,Uruguay,-34.9,-56.216667,URUGUAY
33380,13130,PUERTO SAUCE,Uruguay,-34.433333,-57.45,URUGUAY
33381,13140,COLONIA,Uruguay,-34.466667,-57.85,URUGUAY
33382,13150,NUEVA PALMIRA,Uruguay,-33.883333,-58.416667,URUGUAY
33383,13160,FRAY BENTOS,Uruguay,-33.116667,-58.316667,URUGUAY
33384,13170,PAYSANDU,Uruguay,-32.316667,-58.066667,URUGUAY
33385,13180,SALTO,Uruguay,-31.383333,-57.966667,URUGUAY
33386,13250,PUERTO DE ASUNCION,Paraguay,-25.266667,-57.683333,PARAGUAY
33387,13340,PUERTO FORMOSA,Argentina,-26.183333,-58.183333,ARGENTINA
33388,13350,PUERTO BERMEJO,Argentina,-26.933333,-58.5,ARGENTINA
33389,13370,CORRIENTES,Argentina,-27.483333,-58.833333,ARGENTINA
33390,13380,BARRANQUERAS,Argentina,-27.5,-58.916667,ARGENTINA
33391,13400,EMPEDRADO,Argentina,-27.95,-58.75,ARGENTINA
33392,13420,PUERTO PIRACUACITO,Argentina,-28.166667,-59.083333,ARGENTINA
33393,13460,PUERTO GOYA,Argentina,-29.2,-59.283333,ARGENTINA
33394,13490,ESQUINA,Argentina,-30,-59.533333,ARGENTINA
33395,13500,LA PAZ,Argentina,-30.75,-59.65,ARGENTINA
33396,13520,VILLA HERNANDARIAS,Argentina,-31.216667,-59.983333,ARGENTINA
33397,13530,PUERTO BRUGO,Argentina,-31.366667,-60.066667,ARGENTINA
33398,13540,CURTIEMBRE,Argentina,-31.416667,-60.1,ARGENTINA
33399,13550,VILLA URQUIZA,Argentina,-31.666667,-60.366667,ARGENTINA
33400,13560,SANTA FE,Argentina,-31.65,-60.7,ARGENTINA
33401,13570,PARANA,Argentina,-31.716667,-60.533333,ARGENTINA
33402,13580,DIAMANTE,Argentina,-32.066667,-60.65,ARGENTINA
33403,13600,PUERTO SAN MARTIN,Argentina,-32.716667,-60.733333,ARGENTINA
33404,13610,SAN LORENZO,Argentina,-32.75,-60.733333,ARGENTINA
33405,13630,ROSARIO,Argentina,-32.95,-60.633333,ARGENTINA
33406,13640,VILLA CONSTITUCION,Argentina,-33.233333,-60.333333,ARGENTINA
33407,13650,SAN NICOLAS,Argentina,-33.333333,-60.233333,ARGENTINA
33408,13660,ROMALLO,Argentina,-33.483333,-60.016667,ARGENTINA
33409,13670,SAN PEDRO,Argentina,-33.583333,-59.816667,ARGENTINA
33410,13690,PUERTO IBICUY,Argentina,-33.75,-59.183333,ARGENTINA
33411,13700,ZARATE,Argentina,-34.083333,-59.033333,ARGENTINA
33412,13710,CAMPANA,Argentina,-34.15,-58.966667,ARGENTINA
33413,13720,CONCORDIA,Argentina,-31.4,-58.033333,ARGENTINA
33414,13730,COLON,Argentina,-32.216667,-58.133333,ARGENTINA
33415,13740,CONCEPCION DEL URUGUAY,Argentina,-32.483333,-58.233333,ARGENTINA
33416,13760,BUENOS AIRES,Argentina,-34.6,-58.366667,ARGENTINA
33417,13770,LA PLATA,Argentina,-34.9,-57.933333,ARGENTINA
33418,13780,MAR DEL PLATA,Argentina,-38.033333,-57.533333,ARGENTINA
33419,13790,QUEQUEN,Argentina,-38.583333,-58.7,ARGENTINA
33420,13800,PUERTO ROSALES,Argentina,-38.916667,-62.066667,ARGENTINA
33421,13810,PUERTO BELGRANO,Argentina,-38.883333,-62.1,ARGENTINA
33422,13815,BAHIA BLANCA,Argentina,-38.783333,-62.266667,ARGENTINA
33423,13820,PUERTO INGENIERO WHITE,Argentina,-38.8,-62.266667,ARGENTINA
33424,13830,PUERTO NACIONAL,Argentina,-38.8,-62.283333,ARGENTINA
33425,13840,PUERTO GALVAN,Argentina,-38.783333,-62.3,ARGENTINA
33426,13860,PUERTO SAN BLAS,Argentina,-40.566667,-62.233333,ARGENTINA
33427,13870,CARMEN DE PATAGONES,Argentina,-40.8,-62.983333,ARGENTINA
33428,13900,PUERTO MADRYN,Argentina,-42.766667,-65.033333,ARGENTINA
33429,13920,COMODORO RIVADAVIA,Argentina,-45.866667,-67.466667,ARGENTINA
33430,13930,PUERTO DESEADO,Argentina,-47.75,-65.9,ARGENTINA
33431,13940,SAN JULIAN,Argentina,-49.316667,-67.7,ARGENTINA
33432,13950,SANTA CRUZ,Argentina,-50.016667,-68.516667,ARGENTINA
33433,13960,RIO GALLEGOS,Argentina,-51.616667,-69.216667,ARGENTINA
33434,13970,RIO GRANDE,Argentina,-53.783333,-67.683333,ARGENTINA
33435,13980,USHUAIA,Argentina,-54.816667,-68.3,ARGENTINA
33436,13995,PORT SAN CARLOS,Falkland Islands (Islas Malvinas),-51.5,-59,FALKLAND ISLANDS
33437,14000,STANLEY,Falkland Islands (Islas Malvinas),-51.7,-57.833333,FALKLAND ISLANDS
33438,14020,PRINCE OLAV HARBOR,Falkland Islands (Islas Malvinas),-54.033333,-37.15,SOUTH GEORGIA
33439,14040,STROMNESS HARBOR,Falkland Islands (Islas Malvinas),-54.133333,-36.683333,SOUTH GEORGIA
33440,14060,GRYTVIKEN,Falkland Islands (Islas Malvinas),-54.266667,-36.516667,SOUTH GEORGIA
33441,14080,PUNTA DELGADA,Chile,-52.466667,-69.55,CHILE
33442,14090,PUERTO SARA,Chile,-52.633333,-70.2,CHILE
33443,14095,CALETA CLARENCIA,Chile,-52.9,-70.1,CHILE
33444,14100,PUNTA ARENAS,Chile,-53.166667,-70.9,CHILE
33445,14110,BAHIA AGUA FRESCA,Chile,-53.383333,-70.966667,CHILE
33446,14130,PUERTO DEL HAMBRE,Chile,-53.633333,-70.916667,CHILE
33447,14140,BAHIA HARRIS,Chile,-53.85,-70.45,CHILE
33448,14150,PUERTO YARTOU,Chile,-53.883333,-70.15,CHILE
33449,14175,CALETA MINA ELENA,Chile,-52.683333,-71.9,CHILE
33450,14190,PUERTO BORIES,Chile,-51.716667,-72.566667,CHILE
33451,14197,PUERTO CHACOBUCO,Chile,-45.466667,-72.833333,CHILE
33452,14198,PUERTO MELINCA,Chile,-43.9,-73.75,CHILE
33453,14200,PUERTO QUELLON,Chile,-43.133333,-73.633333,CHILE
33454,14205,PUERTO CARMEN,Chile,-43.15,-73.766667,CHILE
33455,14210,PUERTO QUEILEN,Chile,-42.9,-73.5,CHILE
33456,14220,PUERTO CASTRO,Chile,-42.483333,-73.766667,CHILE
33457,14230,DALCAHUE,Chile,-42.383333,-73.65,CHILE
33458,14250,PUERTO QUEMCHI,Chile,-42.15,-73.483333,CHILE
33459,14270,PUERTO MONTT,Chile,-41.483333,-72.966667,CHILE
33460,14290,CHACAO,Chile,-41.833333,-73.533333,CHILE
33461,14300,ANCUD,Chile,-41.866667,-73.833333,CHILE
33462,14320,MAULLIN,Chile,-41.616667,-73.6,CHILE
33463,14330,PUERTO DE CORRAL,Chile,-39.866667,-73.433333,CHILE
33464,14340,VALDIVIA,Chile,-39.8,-73.25,CHILE
33465,14360,LEBU,Chile,-37.633333,-73.666667,CHILE
33466,14370,PUERTO YANA,Chile,-37.366667,-73.65,CHILE
33467,14380,LOTA,Chile,-37.1,-73.15,CHILE
33468,14400,CORONEL,Chile,-37.033333,-73.166667,CHILE
33469,14415,BAHIA SAN VICENTE,Chile,-36.733333,-73.166667,CHILE
33470,14420,TALCAHUANO,Chile,-36.7,-73.1,CHILE
33471,14425,LIRQUEN,Chile,-36.716667,-72.983333,CHILE
33472,14440,PENCO,Chile,-36.716667,-73,CHILE
33473,14450,CONSTITUCION,Chile,-35.316667,-72.383333,CHILE
33474,14470,SAN ANTONIO,Chile,-33.583333,-71.633333,CHILE
33475,14500,VALPARAISO,Chile,-33.033333,-71.616667,CHILE
33476,14510,QUINTERO,Chile,-32.766667,-71.533333,CHILE
33477,14530,PAPUDO,Chile,-32.5,-71.466667,CHILE
33478,14540,PUERTO LOS VILOS,Chile,-31.916667,-71.516667,CHILE
33479,14560,GUAYACAN,Chile,-29.966667,-71.366667,CHILE
33480,14570,COQUIMBO,Chile,-29.95,-71.35,CHILE
33481,14610,HUASCO,Chile,-28.466667,-71.25,CHILE
33482,14620,PUERTO CARRIZAL BAJO,Chile,-28.066667,-71.166667,CHILE
33483,14630,CALDERA,Chile,-27.05,-70.833333,CHILE
33484,14635,PUERTO CALDERILLA,Chile,-27.083333,-70.866667,CHILE
33485,14640,CHANARAL,Chile,-26.35,-70.65,CHILE
33486,14650,PUERTO TALTAL,Chile,-25.4,-70.483333,CHILE
33487,14660,ANTOFAGASTA,Chile,-23.65,-70.416667,CHILE
33488,14670,MEJILLONES,Chile,-23.1,-70.466667,CHILE
33489,14720,TOCOPILLA,Chile,-22.083333,-70.233333,CHILE
33490,14760,IQUIQUE,Chile,-20.2,-70.166667,CHILE
33491,14800,ARICA,Chile,-18.466667,-70.333333,CHILE
33492,14840,PUERTO ILO,Peru,-17.633333,-71.366667,PERU
33493,14850,PUERTO MOLLENDO,Peru,-17.016667,-72.033333,PERU
33494,14860,MATARANI,Peru,-17,-72.116667,PERU
33495,14890,PUERTO DE SAN JUAN,Peru,-15.35,-75.183333,PERU
33496,14895,PUERTO DE SAN NICOLAS,Peru,-15.25,-75.233333,PERU
33497,14910,PUERTO GEN SAN MARTIN,Peru,-13.8,-76.3,PERU
33498,14920,PUERTO DE CERRO AZUL,Peru,-13.05,-76.516667,PERU
33499,14950,PUERTO DEL CALLAO,Peru,-12.05,-77.166667,PERU
33500,14960,BAHIA DE ANCON,Peru,-11.75,-77.183333,PERU
33501,14970,CHANCAY,Peru,-11.583333,-77.283333,PERU
33502,14980,HUACHO,Peru,-11.116667,-77.616667,PERU
33503,14990,PUERTO DE SUPE,Peru,-10.816667,-77.733333,PERU
33504,15000,BAHIA DE HUARMEY,Peru,-10.1,-78.166667,PERU
33505,15020,NUEVO SAMANCO,Peru,-9.233333,-78.5,PERU
33506,15030,PUERTO DE CHIMBOTE,Peru,-9.083333,-78.616667,PERU
33507,15050,SALAVERRY,Peru,-8.233333,-78.983333,PERU
33508,15060,HUANCHACO,Peru,-8.083333,-79.1,PERU
33509,15070,PUERTO CHICAMA,Peru,-7.7,-79.45,PERU
33510,15080,PACASMAYO,Peru,-7.4,-79.583333,PERU
33511,15090,PUERTO ETEN,Peru,-6.933333,-79.85,PERU
33512,15110,PIMENTAL,Peru,-6.833333,-79.933333,PERU
33513,15140,PUERTO BAYOVAR,Peru,-5.833333,-81.05,PERU
33514,15170,PAITA,Peru,-5.083333,-81.116667,PERU
33515,15180,NEGRITOS,Peru,-4.666667,-81.316667,PERU
33516,15190,TALARA,Peru,-4.566667,-81.283333,PERU
33517,15200,CALETA LOBITOS,Peru,-4.45,-81.283333,PERU
33518,15210,CABO BLANCO,Peru,-4.266667,-81.25,PERU
33519,15215,LOS ORGANOS,Peru,-4.25,-81.133333,PERU
33520,15220,PUERTO ZORRITOS,Peru,-3.666667,-80.666667,PERU
33521,15250,PUERTO BOLIVAR,Ecuador,-3.266667,-80,ECUADOR
33522,15255,PUNA,Ecuador,-2.733333,-79.916667,ECUADOR
33523,15270,GUAYAQUIL,Ecuador,-2.2,-79.883333,ECUADOR
33524,15275,PRTMARITIMO,Ecuador,-2.283333,-79.9,ECUADOR
33525,15290,LA LIBERTAD,Ecuador,-2.216667,-80.916667,ECUADOR
33526,15310,BAHIA DE MANTA,Ecuador,-0.95,-80.716667,ECUADOR
33527,15320,BAHIA DE CARAQUEZ,Ecuador,0.583333,-80.416667,ECUADOR
33528,15330,ESMERALDAS,Ecuador,1,-79.65,ECUADOR
33529,15335,PUERTO DE SAN LORENZO,Ecuador,1.266667,-78.85,ECUADOR
33530,15345,BAQERIZO MORENO,Ecuador,-0.9,-89.616667,ARCHIPIELAGO DE COLON
33531,15360,TUMACO,Colombia,1.816667,-78.75,COLOMBIA WEST COAST
33532,15370,BUENAVENTURA,Colombia,3.9,-77.083333,COLOMBIA WEST COAST
33533,15390,PANAMA,Panama,8.95,-79.533333,PANAMA WEST COAST
33534,15410,BALBOA,Panama,8.95,-79.566667,PANAMA WEST COAST
33535,15425,AGUADULCE,Panama,8.233333,-80.5,PANAMA WEST COAST
33536,15430,SAN JUAN,Panama,8.2,-81.783333,PANAMA WEST COAST
33537,15440,ISLA PARIDA,Panama,8.116667,-82.35,PANAMA WEST COAST
33538,15445,PEDREGAL,Panama,8.366667,-82.433333,PANAMA WEST COAST
33539,15460,PUERTO ARMUELLES,Panama,8.266667,-82.866667,PANAMA WEST COAST
33540,15480,PUERTO GOLFITO,Costa Rica,8.633333,-83.183333,COSTA RICA WEST COAST
33541,15490,QUEPOS,Costa Rica,9.4,-84.166667,COSTA RICA WEST COAST
33542,15500,CALDERA,Costa Rica,9.933333,-84.716667,COSTA RICA WEST COAST
33543,15510,PUNTARENAS,Costa Rica,9.983333,-84.833333,COSTA RICA WEST COAST
33544,15530,SAN JUAN DEL SUR,Nicaragua,11.25,-85.883333,NICARAGUA WEST COAST
33545,15540,PUERTO MASACHAPA,Nicaragua,11.783333,-86.55,NICARAGUA WEST COAST
33546,15545,PUERTO SANDINO,Nicaragua,12.183333,-86.783333,NICARAGUA WEST COAST
33547,15550,CORINTO,Nicaragua,12.45,-87.183333,NICARAGUA WEST COAST
33548,15570,PUERTO HENECAN,Honduras,13.4,-87.45,HONDURAS WEST COAST
33549,15580,AMAPALA,Honduras,13.3,-87.65,HONDURAS WEST COAST
33550,15600,LA UNION,El Salvador,13.333333,-87.833333,EL SALVADOR
33551,15620,PUERTO EL TRIUNFO,El Salvador,13.266667,-88.55,EL SALVADOR
33552,15630,LA LIBERTAD,El Salvador,13.483333,-89.316667,EL SALVADOR
33553,15640,ACAJUTLA,El Salvador,13.583333,-89.833333,EL SALVADOR
33554,15660,PUERTO QUETZAL,Guatemala,13.916667,-90.8,GUATEMALA WEST COAST
33555,15670,SAN JOSE,Guatemala,13.916667,-90.833333,GUATEMALA WEST COAST
33556,15680,CHAMPERICO,Guatemala,14.3,-91.933333,GUATEMALA WEST COAST
33557,15710,PUERTO MADERO,Mexico,14.7,-92.45,MEXICO WEST COAST
33558,15730,SALINA CRUZ,Mexico,16.166667,-95.2,MEXICO WEST COAST
33559,15740,PUERTO ANGEL,Mexico,15.65,-96.516667,MEXICO WEST COAST
33560,15750,PUNTA ESCONDIDA,Mexico,15.85,-97.083333,MEXICO WEST COAST
33561,15755,PUERTO MARQUES,Mexico,16.8,-99.866667,MEXICO WEST COAST
33562,15760,ACAPULCO,Mexico,16.85,-99.933333,MEXICO WEST COAST
33563,15765,LAZARO CARDENAS,Mexico,17.933333,-102.166667,MEXICO WEST COAST
33564,15770,MANZANILLO,Mexico,19.05,-104.333333,MEXICO WEST COAST
33565,15790,PUERTO VALLARTA,Mexico,20.616667,-105.266667,MEXICO WEST COAST
33566,15800,SAN BLAS,Mexico,21.533333,-105.316667,MEXICO WEST COAST
33567,15810,MAZATLAN,Mexico,23.2,-106.416667,MEXICO WEST COAST
33568,15820,ALTATA,Mexico,24.616667,-107.916667,MEXICO WEST COAST
33569,15830,TOPOLOBAMPO,Mexico,25.6,-109.066667,MEXICO WEST COAST
33570,15840,YAVAROS,Mexico,26.683333,-109.5,MEXICO WEST COAST
33571,15850,GUAYMAS,Mexico,27.916667,-110.916667,MEXICO WEST COAST
33572,15860,PUNTA PENASCO,Mexico,31.316667,-113.583333,MEXICO WEST COAST
33573,15870,SANTA ROSALIA,Mexico,27.333333,-112.283333,MEXICO WEST COAST
33574,15880,ISLA SAN MARCOS,Mexico,27.183333,-112.1,MEXICO WEST COAST
33575,15890,MULEJE,Mexico,26.9,-112,MEXICO WEST COAST
33576,15900,LORETO,Mexico,26.016667,-111.35,MEXICO WEST COAST
33577,15910,BAHIA SALINAS,Mexico,26,-111.116667,MEXICO WEST COAST
33578,15915,SAN JUAN DE LA COSTA,Mexico,24.4,-110.7,MEXICO WEST COAST
33579,15920,LA PAZ,Mexico,24.166667,-110.316667,MEXICO WEST COAST
33580,15930,BUENAVISTA,Mexico,23.65,-109.683333,MEXICO WEST COAST
33581,15940,SAN JOSE DEL CABO,Mexico,23.05,-109.683333,MEXICO WEST COAST
33582,15950,SAN LUCAS,Mexico,22.883333,-109.9,MEXICO WEST COAST
33583,15961,SAN CARLOS,Mexico,24.783333,-112.116667,MEXICO WEST COAST
33584,15963,PUERTO SAN BARTOLOME,Mexico,27.683333,-114.883333,MEXICO WEST COAST
33585,15965,PRT VENUSTIANO CARRANZA,Mexico,28,-114.133333,MEXICO WEST COAST
33586,15975,PUERTO MORRO REDONDO,Mexico,28.05,-115.183333,MEXICO WEST COAST
33587,15980,PUERTO SAN QUINTIN,Mexico,30.383333,-116,MEXICO WEST COAST
33588,15990,ENSENADA,Mexico,31.866667,-116.633333,MEXICO WEST COAST
33589,15995,ROSARITO,Mexico,32.366667,-117.083333,MEXICO WEST COAST
33590,16010,SAN DIEGO,United States,32.716667,-117.183333,UNITED STATES W COAST
33591,16030,WILSON COVE,United States,33,-118.55,UNITED STATES W COAST
33592,16040,ISTHMUS COVE,United States,33.45,-118.5,UNITED STATES W COAST
33593,16050,AVALON,United States,33.35,-118.316667,UNITED STATES W COAST
33594,16060,NEWPORT BEACH,United States,33.616667,-117.9,UNITED STATES W COAST
33595,16070,LONG BEACH,United States,33.766667,-118.183333,UNITED STATES W COAST
33596,16080,LOS ANGELES,United States,33.75,-118.25,UNITED STATES W COAST
33597,16110,EL SEGUNDO,United States,33.916667,-118.433333,UNITED STATES W COAST
33598,16120,PORT HUENEME,United States,34.15,-119.2,UNITED STATES W COAST
33599,16130,PRISONERS,United States,34.016667,-119.683333,UNITED STATES W COAST
33600,16140,VENTURA,United States,34.283333,-119.283333,UNITED STATES W COAST
33601,16145,CARPINTERIA,United States,34.383333,-119.516667,UNITED STATES W COAST
33602,16150,SANTA BARBARA,United States,34.416667,-119.683333,UNITED STATES W COAST
33603,16160,ELLWOOD,United States,34.433333,-119.916667,UNITED STATES W COAST
33604,16170,GAVIOTA,United States,34.466667,-120.2,UNITED STATES W COAST
33605,16190,PISMO BEACH,United States,35.133333,-120.65,UNITED STATES W COAST
33606,16200,PORT SAN LUIS,United States,35.166667,-120.75,UNITED STATES W COAST
33607,16210,MORRO BAY,United States,35.366667,-120.85,UNITED STATES W COAST
33608,16240,MONTEREY,United States,36.616667,-121.883333,UNITED STATES W COAST
33609,16260,MOSS LANDING,United States,36.8,-121.783333,UNITED STATES W COAST
33610,16270,SANTA CRUZ,United States,36.966667,-122.016667,UNITED STATES W COAST
33611,16280,DAVENPORT,United States,37.016667,-122.2,UNITED STATES W COAST
33612,16290,PRINCETOWN,United States,37.5,-122.483333,UNITED STATES W COAST
33613,16300,SAN FRANCISCO,United States,37.816667,-122.416667,UNITED STATES W COAST
33614,16310,YERBABUENA ISLAND,United States,37.816667,-122.366667,UNITED STATES W COAST
33615,16320,REDWOOD CITY,United States,37.533333,-122.2,UNITED STATES W COAST
33616,16330,ALAMEDA,United States,37.783333,-122.266667,UNITED STATES W COAST
33617,16340,OAKLAND,United States,37.816667,-122.333333,UNITED STATES W COAST
33618,16360,BERKELEY,United States,37.866667,-122.3,UNITED STATES W COAST
33619,16370,POINT RICHMOND,United States,37.916667,-122.366667,UNITED STATES W COAST
33620,16380,POINT SAN PABLO,United States,37.966667,-122.433333,UNITED STATES W COAST
33621,16385,SAUSALITO,United States,37.85,-122.483333,UNITED STATES W COAST
33622,16390,PINOLE POINT,United States,38.016667,-122.366667,UNITED STATES W COAST
33623,16400,OLEUM,United States,38.05,-122.266667,UNITED STATES W COAST
33624,16410,MARE ISLAND,United States,38.1,-122.266667,UNITED STATES W COAST
33625,16420,SOUTH VALLEJO,United States,38.083333,-122.25,UNITED STATES W COAST
33626,16440,CROCKETT,United States,38.05,-122.216667,UNITED STATES W COAST
33627,16450,PORT COSTA,United States,38.05,-122.183333,UNITED STATES W COAST
33628,16470,BENICIA,United States,38.05,-122.15,UNITED STATES W COAST
33629,16480,MARTINEZ,United States,38.033333,-122.133333,UNITED STATES W COAST
33630,16510,PITTSBURG,United States,38.033333,-121.883333,UNITED STATES W COAST
33631,16515,ANTIOCH,United States,38.016667,-121.8,UNITED STATES W COAST
33632,16520,STOCKTON,United States,37.95,-121.3,UNITED STATES W COAST
33633,16540,RIO VISTA,United States,38.15,-121.7,UNITED STATES W COAST
33634,16550,ISLETON,United States,38.166667,-121.6,UNITED STATES W COAST
33635,16560,WALNUT GROVE,United States,38.233333,-121.516667,UNITED STATES W COAST
33636,16570,COURTLAND,United States,38.333333,-121.566667,UNITED STATES W COAST
33637,16590,SACRAMENTO,United States,38.583333,-121.5,UNITED STATES W COAST
33638,16630,BODEGA BAY,United States,38.333333,-123.05,UNITED STATES W COAST
33639,16650,FORT BRAGG,United States,39.45,-123.816667,UNITED STATES W COAST
33640,16660,FIELDS LANDING,United States,40.716667,-124.216667,UNITED STATES W COAST
33641,16670,EUREKA,United States,40.8,-124.183333,UNITED STATES W COAST
33642,16680,SAMOA,United States,40.816667,-124.183333,UNITED STATES W COAST
33643,16700,CRESCENT CITY,United States,41.75,-124.2,UNITED STATES W COAST
33644,16710,PORT ORFORD,United States,42.733333,-124.5,UNITED STATES W COAST
33645,16720,BANDON,United States,43.116667,-124.416667,UNITED STATES W COAST
33646,16730,PROSPER,United States,43.15,-124.366667,UNITED STATES W COAST
33647,16740,EMPIRE,United States,43.4,-124.283333,UNITED STATES W COAST
33648,16750,NORTH BEND,United States,43.4,-124.216667,UNITED STATES W COAST
33649,16770,COOS BAY,United States,43.366667,-124.216667,UNITED STATES W COAST
33650,16790,WINCHESTER BAY,United States,43.683333,-124.183333,UNITED STATES W COAST
33651,16795,GARDINER,United States,43.716667,-124.1,UNITED STATES W COAST
33652,16800,REEDSPORT,United States,43.7,-124.1,UNITED STATES W COAST
33653,16803,FLORENCE,United States,43.966667,-124.116667,UNITED STATES W COAST
33654,16805,GLENADA,United States,43.966667,-124.116667,UNITED STATES W COAST
33655,16808,CUSHMAN,United States,43.983333,-124.066667,UNITED STATES W COAST
33656,16810,WALDPORT,United States,44.433333,-124.066667,UNITED STATES W COAST
33657,16820,NEWPORT,United States,44.633333,-124.05,UNITED STATES W COAST
33658,16830,TOLEDO,United States,44.616667,-123.933333,UNITED STATES W COAST
33659,16835,DEPOE BAY,United States,44.8,-124.066667,UNITED STATES W COAST
33660,16838,ILWACO,United States,46.3,-124.05,UNITED STATES W COAST
33661,16840,WARRENTON,United States,46.166667,-123.916667,UNITED STATES W COAST
33662,16850,ASTORIA,United States,46.2,-123.833333,UNITED STATES W COAST
33663,16870,TONGUE POINT,United States,46.2,-123.75,UNITED STATES W COAST
33664,16880,WESTPORT,United States,46.133333,-123.383333,UNITED STATES W COAST
33665,16890,RAINIER,United States,46.083333,-122.933333,UNITED STATES W COAST
33666,16900,LONGVIEW,United States,46.133333,-122.933333,UNITED STATES W COAST
33667,16920,KALAMA,United States,46.016667,-122.85,UNITED STATES W COAST
33668,16930,ST HELENS,United States,45.866667,-122.8,UNITED STATES W COAST
33669,16940,PORTLAND,United States,45.516667,-122.666667,UNITED STATES W COAST
33670,16950,VANCOUVER,United States,45.633333,-122.683333,UNITED STATES W COAST
33671,16960,CAMAS,United States,45.583333,-122.4,UNITED STATES W COAST
33672,16970,WASHOUGAL,United States,45.583333,-122.35,UNITED STATES W COAST
33673,16980,THE DALLES,United States,45.6,-121.183333,UNITED STATES W COAST
33674,17000,NAHCOTTA,United States,46.5,-124.033333,UNITED STATES W COAST
33675,17010,SOUTH BEND,United States,46.666667,-123.783333,UNITED STATES W COAST
33676,17020,RAYMOND,United States,46.683333,-123.733333,UNITED STATES W COAST
33677,17030,WILLAPA HARBOR,United States,46.683333,-123.75,UNITED STATES W COAST
33678,17040,WESTHAVEN COVE,United States,46.916667,-124.116667,UNITED STATES W COAST
33679,17050,BAY CITY,United States,46.866667,-124.066667,UNITED STATES W COAST
33680,17060,ABERDEEN,United States,46.983333,-123.816667,UNITED STATES W COAST
33681,17080,HOQUIAM,United States,46.966667,-123.9,UNITED STATES W COAST
33682,17090,LA PUSH,United States,47.9,-124.633333,UNITED STATES W COAST
33683,17100,NEAH BAY,United States,48.366667,-124.616667,UNITED STATES W COAST
33684,17110,SEKIU,United States,48.266667,-124.3,UNITED STATES W COAST
33685,17120,PORT ANGELES,United States,48.116667,-123.433333,UNITED STATES W COAST
33686,17160,PORT TOWNSEND,United States,48.116667,-122.75,UNITED STATES W COAST
33687,17170,GLEN COVE,United States,48.083333,-122.783333,UNITED STATES W COAST
33688,17190,HOODSPORT,United States,47.416667,-123.133333,UNITED STATES W COAST
33689,17230,PORT GAMBLE,United States,47.85,-122.583333,UNITED STATES W COAST
33690,17250,POULSBO,United States,47.733333,-122.65,UNITED STATES W COAST
33691,17260,KEYPORT,United States,47.7,-122.616667,UNITED STATES W COAST
33692,17320,WINSLOW,United States,47.616667,-122.516667,UNITED STATES W COAST
33693,17330,CREOSOTE,United States,47.616667,-122.5,UNITED STATES W COAST
33694,17350,FORT WARD,United States,47.583333,-122.516667,UNITED STATES W COAST
33695,17380,EAST BREMERTON,United States,47.566667,-122.616667,UNITED STATES W COAST
33696,17410,SILVERDALE,United States,47.65,-122.7,UNITED STATES W COAST
33697,17430,BREMERTON,United States,47.566667,-122.65,UNITED STATES W COAST
33698,17440,PORT ORCHARD,United States,47.533333,-122.633333,UNITED STATES W COAST
33699,17550,QUARTERMASTER HARBOR,United States,47.383333,-122.466667,UNITED STATES W COAST
33700,17650,SHELTON,United States,47.216667,-123.1,UNITED STATES W COAST
33701,17660,OLYMPIA,United States,47.05,-122.9,UNITED STATES W COAST
33702,17670,NISQUALLY HEAD,United States,47.116667,-122.75,UNITED STATES W COAST
33703,17700,TACOMA,United States,47.283333,-122.416667,UNITED STATES W COAST
33704,17730,SEATTLE,United States,47.6,-122.333333,UNITED STATES W COAST
33705,17750,POINT WELLS,United States,47.783333,-122.4,UNITED STATES W COAST
33706,17760,EDWARDS POINT,United States,47.8,-122.4,UNITED STATES W COAST
33707,17780,MUKILTEO,United States,47.95,-122.3,UNITED STATES W COAST
33708,17790,EVERETT,United States,48,-122.216667,UNITED STATES W COAST
33709,17840,COUPEVILLE,United States,48.233333,-122.683333,UNITED STATES W COAST
33710,17900,RICHARDSON,United States,48.45,-122.9,UNITED STATES W COAST
33711,17920,FRIDAY HARBOR,United States,48.533333,-123.016667,UNITED STATES W COAST
33712,17940,ROCHE  HARBOR,United States,48.616667,-123.166667,UNITED STATES W COAST
33713,17990,ORCAS,United States,48.6,-122.933333,UNITED STATES W COAST
