id,world_port_index_number,main_port_name,wpi_country,Latitude,Longitude,region
32259,5940,INGONISH,Canada,46.633333,-60.383333,CAPE BRETON ISLAND
32260,5950,BADDECK,Canada,46.1,-60.75,CAPE BRETON ISLAND
32261,5960,WHYCOCOMAGH,Canada,45.966667,-61.133333,CAPE BRETON ISLAND
32262,5970,GRAND NARROWS,Canada,45.95,-60.783333,CAPE BRETON ISLAND
32263,1220,PORT BURWELL,Canada,60.416667,-64.85,HUDSON STRAIT
32264,1238,SAGLEK BAY,Canada,58.6,-62.833333,LABRADOR
32265,1240,HEBRON,Canada,58.2,-62.633333,LABRADOR
32266,1260,NAIN,Canada,56.55,-61.683333,LABRADOR
32267,1270,FORD,Canada,56.466667,-61.183333,LABRADOR
32268,1290,HOPEDALE,Canada,55.45,-60.2,LABRADOR
32269,1300,INDIAN HARBOR,Canada,54.45,-57.216667,LABRADOR
32270,1310,RIGOLET,Canada,54.183333,-58.416667,LABRADOR
32271,1330,NORTH WEST RIVER,Canada,53.533333,-60.15,LABRADOR
32272,1340,TERRINGTON BASIN,Canada,53.35,-60.4,LABRADOR
32273,1350,CARTWRIGHT,Canada,53.7,-57.033333,LABRADOR
32274,1360,GRADY HARBOUR,Canada,53.8,-56.45,LABRADOR
32275,1370,BATEAU HARBOR,Canada,53.4,-55.766667,LABRADOR
32276,1380,VENISON TICKLE,Canada,52.983333,-55.766667,LABRADOR
32277,1385,PORT HOPE SIMPSON,Canada,52.55,-56.3,LABRADOR
32278,1390,BATTLE HARBOR,Canada,52.266667,-55.583333,LABRADOR
32279,1400,FORTEAU BAY,Canada,51.466667,-56.966667,LABRADOR
32280,1420,ST ANTHONY,Canada,51.366667,-55.583333,NEWFOUNDLAND  E COAST
32281,1430,CONCHE,Canada,50.883333,-55.9,NEWFOUNDLAND  E COAST
32282,1431,RODDICKTON,Canada,50.866667,-56.133333,NEWFOUNDLAND  E COAST
32283,1432,FOURCHE HARBOR,Canada,50.516667,-56.316667,NEWFOUNDLAND  E COAST
32284,1440,HAMPDEN,Canada,49.533333,-56.833333,NEWFOUNDLAND  E COAST
32285,1460,WESTPORT COVE,Canada,49.783333,-56.616667,NEWFOUNDLAND  E COAST
32286,1470,SEAL COVE,Canada,49.933333,-56.383333,NEWFOUNDLAND  E COAST
32287,1473,BAIE VERTE,Canada,49.95,-56.166667,NEWFOUNDLAND  E COAST
32288,1475,LA SCIE,Canada,49.966667,-55.616667,NEWFOUNDLAND  E COAST
32289,1480,TILT COVE,Canada,49.883333,-55.616667,NEWFOUNDLAND  E COAST
32290,1510,LITTLE BAY,Canada,49.616667,-56,NEWFOUNDLAND  E COAST
32291,1515,SPRINGDALE,Canada,49.5,-56.066667,NEWFOUNDLAND  E COAST
32292,1520,PILLEYS ISLAND HARBOR,Canada,49.5,-55.716667,NEWFOUNDLAND  E COAST
32293,1525,FORTUNE HARBOR,Canada,49.533333,-55.233333,NEWFOUNDLAND  E COAST
32294,1530,BOTWOOD,Canada,49.15,-55.333333,NEWFOUNDLAND  E COAST
32295,1550,CAMPBELLTON,Canada,49.283333,-54.916667,NEWFOUNDLAND  E COAST
32296,1560,LEWISPORTE,Canada,49.25,-55.05,NEWFOUNDLAND  E COAST
32297,1570,MORETONS HARBOR,Canada,49.583333,-54.85,NEWFOUNDLAND  E COAST
32298,1580,TWILLINGATE,Canada,49.666667,-54.766667,NEWFOUNDLAND  E COAST
32299,1590,FOGO,Canada,49.716667,-54.283333,NEWFOUNDLAND  E COAST
32300,1595,BONAVISTA,Canada,48.65,-53.116667,NEWFOUNDLAND  E COAST
32301,1600,CATALINA,Canada,48.5,-53.083333,NEWFOUNDLAND  E COAST
32302,1605,PORT UNION,Canada,48.5,-53.083333,NEWFOUNDLAND  E COAST
32303,1610,TRINITY,Canada,48.366667,-53.366667,NEWFOUNDLAND  E COAST
32304,1611,CLARENVILLE,Canada,48.15,-53.95,NEWFOUNDLAND  E COAST
32305,1616,HEARTS CONTENT,Canada,47.883333,-53.383333,NEWFOUNDLAND  E COAST
32306,1620,CARBONEAR,Canada,47.733333,-53.216667,NEWFOUNDLAND  E COAST
32307,1630,HARBOUR GRACE,Canada,47.683333,-53.216667,NEWFOUNDLAND  E COAST
32308,1640,BAY ROBERTS,Canada,47.583333,-53.266667,NEWFOUNDLAND  E COAST
32309,1650,BRIGUS BAY,Canada,47.533333,-53.2,NEWFOUNDLAND  E COAST
32310,1660,WABANA,Canada,47.616667,-52.933333,NEWFOUNDLAND  E COAST
32311,1670,ST JOHNS,Canada,47.566667,-52.7,NEWFOUNDLAND  E COAST
32312,1690,TREPASSEY,Canada,46.733333,-53.4,NEWFOUNDLAND S COAST
32313,1700,PLACENTIA,Canada,47.25,-54,NEWFOUNDLAND S COAST
32314,1710,ARGENTIA,Canada,47.3,-53.983333,NEWFOUNDLAND S COAST
32315,1715,COME BY CHANCE,Canada,47.8,-54.016667,NEWFOUNDLAND S COAST
32316,1730,BURIN,Canada,47.05,-55.166667,NEWFOUNDLAND S COAST
32317,1731,GREAT ST LAWR HARBOR,Canada,46.916667,-55.383333,NEWFOUNDLAND S COAST
32318,1750,PORT DE ST PIERRE,Canada,46.783333,-56.183333,ILE ST PIERRE
32319,1770,MIQUELON,Canada,47.1,-56.366667,ILE MIQUELON
32320,1785,GRAND BANK,Canada,47.1,-55.75,NEWFOUNDLAND CONT.
32321,1790,BURGEO,Canada,47.6,-57.616667,NEWFOUNDLAND CONT.
32322,1795,PORT AUX BASQUES,Canada,47.566667,-59.133333,NEWFOUNDLAND CONT.
32323,1810,STEPHENVILLE,Canada,48.516667,-58.533333,NEWFOUNDLAND  W COAST
32324,1820,ST GEORGE'S,Canada,48.45,-58.45,NEWFOUNDLAND  W COAST
32325,1821,PICCADILLY,Canada,48.583333,-58.9,NEWFOUNDLAND  W COAST
32326,1830,CORNER BROOK,Canada,48.95,-57.95,NEWFOUNDLAND  W COAST
32327,1860,LOMOND COVE,Canada,49.466667,-57.766667,NEWFOUNDLAND  W COAST
32328,1880,BLANC SABLON,Canada,51.416667,-57.133333,NORTH SIDE
32329,1890,HAVRE ST PIERRE,Canada,50.233333,-63.6,NORTH SIDE
32330,1900,MINGAN,Canada,50.283333,-64.016667,NORTH SIDE
32331,1920,PORT MENIER,Canada,49.816667,-64.35,ANTICOSTI ISLAND
32332,1940,FOX RIVER,Canada,49,-64.383333,CANADA ST LAWRENCE R
32333,1955,SEPT ILES,Canada,50.2,-66.383333,CANADA ST LAWRENCE R
32334,1957,POINTE NOIRE,Canada,50.166667,-66.483333,CANADA ST LAWRENCE R
32335,1958,PORT CARTIER,Canada,50.033333,-66.783333,CANADA ST LAWRENCE R
32336,1960,STE ANNE DES MONTS,Canada,49.133333,-66.483333,CANADA ST LAWRENCE R
32337,1990,MATANE,Canada,48.85,-67.533333,CANADA ST LAWRENCE R
32338,2015,BAIE COMEAU,Canada,49.233333,-68.133333,CANADA ST LAWRENCE R
32339,2025,FORESTVILLE,Canada,48.733333,-69.066667,CANADA ST LAWRENCE R
32340,2030,RIMOUSKI,Canada,48.45,-68.516667,CANADA ST LAWRENCE R
32341,2060,PORTNEUF,Canada,48.633333,-69.1,CANADA ST LAWRENCE R
32342,2100,TADOUSSAC,Canada,48.15,-69.716667,CANADA ST LAWRENCE R
32343,2110,LA BAIE,Canada,48.333333,-70.883333,CANADA ST LAWRENCE R
32344,2130,CHICOUTIMI,Canada,48.433333,-71.066667,CANADA ST LAWRENCE R
32345,2150,RIVIERE DU LOUP,Canada,47.833333,-69.516667,CANADA ST LAWRENCE R
32346,2160,LA MALBAIE,Canada,47.65,-70.15,CANADA ST LAWRENCE R
32347,2180,QUEBEC,Canada,46.816667,-71.216667,CANADA ST LAWRENCE R
32348,2210,TROIS RIVIERES,Canada,46.35,-72.55,CANADA ST LAWRENCE R
32349,2220,SOREL,Canada,46.05,-73.116667,CANADA ST LAWRENCE R
32350,2235,MONTREAL,Canada,45.516667,-73.55,CANADA ST LAWRENCE R
32351,2250,CAUGHNAWAGA,Canada,45.35,-73.683333,CANADA ST LAWRENCE R
32352,2300,VAUDREUIL,Canada,45.4,-74.033333,OTTAWA RIVER
32353,2310,OKA SUR LE LAC,Canada,45.466667,-74.083333,OTTAWA RIVER
32354,2320,HUDSON,Canada,45.466667,-74.133333,OTTAWA RIVER
32355,2330,ST PLACIDE,Canada,45.533333,-74.2,OTTAWA RIVER
32356,2340,ST ANDREWS EAST,Canada,45.566667,-74.333333,OTTAWA RIVER
32357,2350,CARILLON,Canada,45.566667,-74.366667,OTTAWA RIVER
32358,2370,CHUTE A BLONDEAU,Canada,45.583333,-74.466667,OTTAWA RIVER
32359,2380,GRENVILLE,Canada,45.633333,-74.6,OTTAWA RIVER
32360,5980,LITTLE BRAS D OR,Canada,46.25,-60.3,CAPE BRETON ISLAND
32361,5990,NORTH SYDNEY,Canada,46.216667,-60.25,CAPE BRETON ISLAND
32362,6000,SYDNEY,Canada,46.15,-60.2,CAPE BRETON ISLAND
32363,6010,GLACE BAY,Canada,46.2,-59.95,CAPE BRETON ISLAND
32364,6020,LOUISBURG,Canada,45.916667,-59.966667,CAPE BRETON ISLAND
32365,6050,ARICHAT,Canada,45.516667,-61.016667,CAPE BRETON ISLAND
32366,6080,GUYSBOROUGH,Canada,45.4,-61.5,NOVA SCOTIA CONT
32367,6100,CANSO,Canada,45.333333,-61,NOVA SCOTIA CONT
32368,6110,WHITEHAVEN HARBOR,Canada,45.233333,-61.183333,NOVA SCOTIA CONT
32369,6120,PORT FELIX,Canada,45.25,-61.216667,NOVA SCOTIA CONT
32370,6170,GOLDSBORO,Canada,45.183333,-61.65,NOVA SCOTIA CONT
32371,6180,ISAACS HARBOR,Canada,45.166667,-61.666667,NOVA SCOTIA CONT
32372,6190,STORMONT,Canada,45.216667,-61.716667,NOVA SCOTIA CONT
32373,6220,SONORA,Canada,45.066667,-61.916667,NOVA SCOTIA CONT
32374,6240,LISCOMB,Canada,45,-62.066667,NOVA SCOTIA CONT
32375,6250,MARIE JOSEPH HARBOR,Canada,44.966667,-62.083333,NOVA SCOTIA CONT
32376,6280,BEAVER HARBOUR,Canada,44.883333,-62.416667,NOVA SCOTIA CONT
32377,6290,SHEET HARBOUR,Canada,44.9,-62.5,NOVA SCOTIA CONT
32378,6300,TANGIER,Canada,44.8,-62.716667,NOVA SCOTIA CONT
32379,6310,SHIP HARBOUR,Canada,44.783333,-62.816667,NOVA SCOTIA CONT
32380,6325,JEDDORE HARBOR,Canada,44.083333,-63,NOVA SCOTIA CONT
32381,6330,MUSQUODOBOIT HARBOUR,Canada,44.783333,-63.15,NOVA SCOTIA CONT
32382,6340,HALIFAX,Canada,44.65,-63.583333,NOVA SCOTIA CONT
32383,6350,SAMBRO,Canada,44.466667,-63.6,NOVA SCOTIA CONT
32384,6360,INGRAMPORT,Canada,44.683333,-63.966667,NOVA SCOTIA CONT
32385,6370,CHESTER,Canada,44.533333,-64.25,NOVA SCOTIA CONT
32386,6380,MAHONE BAY,Canada,44.45,-64.383333,NOVA SCOTIA CONT
32387,6390,LUNENBURG,Canada,44.383333,-64.316667,NOVA SCOTIA CONT
32388,6410,LIVERPOOL,Canada,44.033333,-64.65,NOVA SCOTIA CONT
32389,6420,LOCKEPORT,Canada,43.7,-65.116667,NOVA SCOTIA CONT
32390,6430,SHELBURNE,Canada,43.75,-65.316667,NOVA SCOTIA CONT
32391,6440,BARRINGTON PASSAGE,Canada,43.533333,-65.6,NOVA SCOTIA CONT
32392,6460,YARMOUTH,Canada,43.833333,-66.116667,NOVA SCOTIA CONT
32393,6470,DIGBY,Canada,44.616667,-65.766667,NOVA SCOTIA CONT
32394,6480,ANNAPOLIS ROYAL,Canada,44.75,-65.516667,NOVA SCOTIA CONT
32395,6485,PORT WILLIAMS,Canada,45.083333,-64.416667,NOVA SCOTIA CONT
32396,6500,WINDSOR,Canada,45,-64.15,NOVA SCOTIA CONT
32397,6510,WALTON,Canada,45.233333,-64,NOVA SCOTIA CONT
32398,6520,PARRSBORO,Canada,45.4,-64.333333,NOVA SCOTIA CONT
32399,6530,SACKVILLE,Canada,45.883333,-64.366667,NOVA SCOTIA CONT
32400,6535,HILLSBOROUGH,Canada,45.933333,-64.633333,NOVA SCOTIA CONT
32401,6540,MONCTON,Canada,46.083333,-64.766667,NOVA SCOTIA CONT
32402,6545,CANAPORT,Canada,45.2,-65.983333,NOVA SCOTIA CONT
32403,6550,ST JOHN,Canada,45.266667,-66.05,NOVA SCOTIA CONT
32404,6560,DIPPER HARBOUR WEST,Canada,45.1,-66.416667,NOVA SCOTIA CONT
32405,6561,LETANG HARBOR,Canada,45.05,-66.833333,NOVA SCOTIA CONT
32406,6570,ST ANDREWS,Canada,45.066667,-67.05,NOVA SCOTIA CONT
32407,6575,PORT BAYSIDE NB,Canada,45.15,-67.133333,NOVA SCOTIA CONT
32408,6590,CALAIS,United States,45.183333,-67.283333,UNITED STATES E COAST
32409,6600,EASTPORT,United States,44.9,-66.983333,UNITED STATES E COAST
32410,6610,LUBEC,United States,44.866667,-66.983333,UNITED STATES E COAST
32411,6620,MACHIASPORT,United States,44.7,-67.4,UNITED STATES E COAST
32412,6630,MACHIAS,United States,44.716667,-67.466667,UNITED STATES E COAST
32413,6640,JONESPORT,United States,44.533333,-67.616667,UNITED STATES E COAST
32414,6650,WYMAN,United States,44.516667,-67.866667,UNITED STATES E COAST
32415,6660,MILBRIDGE,United States,44.533333,-67.883333,UNITED STATES E COAST
32416,6670,COREA,United States,44.4,-67.966667,UNITED STATES E COAST
32417,6680,WINTER HARBOR,United States,44.383333,-68.083333,UNITED STATES E COAST
32418,6690,SORRENTO,United States,44.466667,-68.183333,UNITED STATES E COAST
32419,6700,BAR HARBOR,United States,44.383333,-68.2,UNITED STATES E COAST
32420,6710,NORTHEAST HARBOR,United States,44.3,-68.283333,UNITED STATES E COAST
32421,6720,SOUTHWEST HARBOR,United States,44.283333,-68.316667,UNITED STATES E COAST
32422,6730,MOUNT DESERT,United States,44.366667,-68.333333,UNITED STATES E COAST
32423,6740,FRENCHBORO,United States,44.116667,-68.366667,UNITED STATES E COAST
32424,6750,MINTURN,United States,44.15,-68.45,UNITED STATES E COAST
32425,6760,SWANS ISLAND,United States,44.133333,-68.45,UNITED STATES E COAST
32426,6770,BASS HARBOR,United States,44.233333,-68.35,UNITED STATES E COAST
32427,6780,ELLSWORTH,United States,44.55,-68.416667,UNITED STATES E COAST
32428,6790,BROOKLIN,United States,44.266667,-68.583333,UNITED STATES E COAST
32429,6800,BUCK HARBOR,United States,44.333333,-68.733333,UNITED STATES E COAST
32430,6810,STONINGTON,United States,44.15,-68.666667,UNITED STATES E COAST
32431,6820,CRIEHAVEN,United States,43.833333,-68.883333,UNITED STATES E COAST
32432,6830,MATINICUS,United States,43.866667,-68.883333,UNITED STATES E COAST
32433,6840,VINALHAVEN,United States,44.05,-68.833333,UNITED STATES E COAST
32434,6850,NORTH HAVEN,United States,44.133333,-68.866667,UNITED STATES E COAST
32435,6860,CASTINE,United States,44.383333,-68.733333,UNITED STATES E COAST
32436,6870,SANDYPOINT,United States,44.516667,-68.816667,UNITED STATES E COAST
32437,6880,BUCKSPORT,United States,44.566667,-68.783333,UNITED STATES E COAST
32438,6890,WINTERPORT,United States,44.633333,-68.85,UNITED STATES E COAST
32439,6900,BANGOR,United States,44.8,-68.766667,UNITED STATES E COAST
32440,6910,SEARSPORT,United States,44.45,-68.916667,UNITED STATES E COAST
32441,6920,BELFAST,United States,44.416667,-69,UNITED STATES E COAST
32442,6940,CAMDEN,United States,44.216667,-69.066667,UNITED STATES E COAST
32443,6950,ROCKPORT,United States,44.183333,-69.066667,UNITED STATES E COAST
32444,6960,ROCKLAND,United States,44.1,-69.1,UNITED STATES E COAST
32445,6970,MONHEGAN,United States,43.766667,-69.316667,UNITED STATES E COAST
32446,6980,PORT CLYDE,United States,43.916667,-69.25,UNITED STATES E COAST
32447,6990,THOMASTON,United States,44.066667,-69.183333,UNITED STATES E COAST
32448,7000,FRIENDSHIP,United States,43.966667,-69.333333,UNITED STATES E COAST
32449,7010,NEW HARBOR,United States,43.866667,-69.483333,UNITED STATES E COAST
32450,7020,PEMAQUID BEACH,United States,43.866667,-69.533333,UNITED STATES E COAST
32451,7030,SOUTH BRISTOL,United States,43.866667,-69.55,UNITED STATES E COAST
32452,7040,EAST BOOTHBAY,United States,43.866667,-69.583333,UNITED STATES E COAST
32453,7070,ROBINHOOD,United States,43.85,-69.733333,UNITED STATES E COAST
32454,7080,BATH,United States,43.916667,-69.816667,UNITED STATES E COAST
32455,7100,GARDINER,United States,44.233333,-69.766667,UNITED STATES E COAST
32456,7120,AUGUSTA,United States,44.316667,-69.766667,UNITED STATES E COAST
32457,7130,CUNDY HARBOR,United States,43.783333,-69.9,UNITED STATES E COAST
32458,7140,SOUTH HARPSWELL,United States,43.733333,-70.016667,UNITED STATES E COAST
32459,7150,PORTLAND,United States,43.666667,-70.25,UNITED STATES E COAST
32460,7160,SACO,United States,43.5,-70.45,UNITED STATES E COAST
32461,7170,KENNEBUNKPORT,United States,43.366667,-70.466667,UNITED STATES E COAST
32462,7180,PORTSMOUTH,United States,43.083333,-70.75,UNITED STATES E COAST
32463,7190,NEWBURYPORT,United States,42.816667,-70.866667,UNITED STATES E COAST
32464,7200,ROCKPORT,United States,42.666667,-70.616667,UNITED STATES E COAST
32465,7210,GLOUCESTER,United States,42.6,-70.666667,UNITED STATES E COAST
32466,7220,BEVERLY,United States,42.533333,-70.883333,UNITED STATES E COAST
32467,7225,SALEM,United States,42.516667,-70.883333,UNITED STATES E COAST
32468,7230,MARBLEHEAD,United States,42.5,-70.85,UNITED STATES E COAST
32469,7240,LYNN,United States,42.45,-70.95,UNITED STATES E COAST
32470,7250,BOSTON,United States,42.35,-71.05,UNITED STATES E COAST
32471,7260,QUINCY,United States,42.25,-70.966667,UNITED STATES E COAST
32472,7265,DUXBURY,United States,41.983333,-70.65,UNITED STATES E COAST
32473,7270,SCITUATE,United States,42.2,-70.716667,UNITED STATES E COAST
32474,7280,PLYMOUTH,United States,41.95,-70.666667,UNITED STATES E COAST
32475,7290,PROVINCETOWN,United States,42.05,-70.183333,UNITED STATES E COAST
32476,7300,CHATHAM,United States,41.683333,-69.95,UNITED STATES E COAST
32477,7310,HYANNIS,United States,41.65,-70.283333,UNITED STATES E COAST
32478,7315,HYANNIS PORT,United States,41.633333,-70.3,UNITED STATES E COAST
32479,7320,FALMOUTH,United States,41.55,-70.616667,UNITED STATES E COAST
32480,7330,NANTUCKET,United States,41.283333,-70.1,UNITED STATES E COAST
32481,7340,EDGARTOWN,United States,41.383333,-70.5,UNITED STATES E COAST
32482,7350,VINEYARD HAVEN,United States,41.45,-70.6,UNITED STATES E COAST
32483,7360,WOODS HOLE,United States,41.516667,-70.666667,UNITED STATES E COAST
32484,7370,NEW BEDFORD,United States,41.633333,-70.916667,UNITED STATES E COAST
32485,180,FLATEYRI,Iceland,66.05,-23.516667,ICELAND  WEST COAST
32486,190,ISAFJORDUR,Iceland,66.066667,-23.116667,ICELAND  WEST COAST
32487,210,DJUPAVIK,Iceland,65.95,-21.566667,ICELAND  NORTH COAST
32488,230,BLONDUOS,Iceland,65.666667,-20.3,ICELAND  NORTH COAST
32489,240,SKAGASTROND,Iceland,65.833333,-20.316667,ICELAND  NORTH COAST
32490,250,SAUDARKROKUR,Iceland,65.75,-19.666667,ICELAND  NORTH COAST
32491,260,SIGLUFJORHUR,Iceland,66.15,-18.916667,ICELAND  NORTH COAST
32492,270,OLAFSFJORHUR,Iceland,66.083333,-18.633333,ICELAND  NORTH COAST
32493,300,HJALTEYRI,Iceland,65.85,-18.2,ICELAND  NORTH COAST
32494,310,AKUREYRI,Iceland,65.683333,-18.083333,ICELAND  NORTH COAST
32495,320,HUSAVIK,Iceland,66.033333,-17.333333,ICELAND  NORTH COAST
32496,330,KOPASKER,Iceland,66.283333,-16.45,ICELAND  NORTH COAST
32497,340,RAUFARHOFN,Iceland,66.45,-15.933333,ICELAND  NORTH COAST
32498,350,THORSHOFN,Iceland,66.2,-15.333333,ICELAND  NORTH COAST
32499,370,SKALAR,Iceland,66.316667,-14.783333,ICELAND  EAST COAST
32500,380,VOPNAFJORDHUR,Iceland,65.75,-14.833333,ICELAND  EAST COAST
32501,390,BAKKAGERDHI,Iceland,65.533333,-13.816667,ICELAND  EAST COAST
32502,400,SEYDHISFJORDHUR,Iceland,65.266667,-14,ICELAND  EAST COAST
32503,410,BREKKA,Iceland,65.2,-13.8,ICELAND  EAST COAST
32504,420,NESKAUPSTADUR,Iceland,65.15,-13.683333,ICELAND  EAST COAST
32505,430,ESKIFJORDUR,Iceland,65.066667,-14.016667,ICELAND  EAST COAST
32506,440,BUDAREYRI,Iceland,65.033333,-14.216667,ICELAND  EAST COAST
32507,450,BUDIR,Iceland,64.933333,-14.016667,ICELAND  EAST COAST
32508,460,KIRKJUBOL,Iceland,64.833333,-13.883333,ICELAND  EAST COAST
32509,470,DJUPIVOGUR,Iceland,64.666667,-14.283333,ICELAND  EAST COAST
32510,480,HOFN,Iceland,64.25,-15.233333,ICELAND  EAST COAST
32511,500,VIK,Iceland,63.416667,-19.016667,ICELAND  SOUTH COAST
32512,510,VESTMANNAEYJAHOFN,Iceland,63.433333,-20.283333,ICELAND  SOUTH COAST
32513,520,STOKKSEYRI,Iceland,63.833333,-21.083333,ICELAND  SOUTH COAST
32514,530,EYRARBAKKI,Iceland,63.866667,-21.15,ICELAND  SOUTH COAST
32515,542,QUTDLEQ,Greenland,61.516667,-42.216667,GREENLAND EAST COAST
32516,543,KUSANARTOQ,Greenland,61.766667,-42.266667,GREENLAND EAST COAST
32517,550,FREDERIKSDAL,Greenland,60,-44.666667,GREENLAND  WEST COAST
32518,560,NANORTALIK HAVN,Greenland,60.116667,-45.2,GREENLAND  WEST COAST
32519,580,JULIANEHAB,Greenland,60.716667,-46.05,GREENLAND  WEST COAST
32520,585,NARSSAQ,Greenland,60.916667,-46.05,GREENLAND  WEST COAST
32521,590,NARSSARSSUAQ,Greenland,61.15,-45.433333,GREENLAND  WEST COAST
32522,600,IVIGTUT,Greenland,61.2,-48.183333,GREENLAND  WEST COAST
32523,605,GRONNE DAL,Greenland,61.233333,-48.1,GREENLAND  WEST COAST
32524,610,FREDERIKSHAB,Greenland,62,-49.666667,GREENLAND  WEST COAST
32525,630,KANGERLUARSORUSEQ,Greenland,63.7,-51.55,GREENLAND  WEST COAST
32526,640,PORT OF NUUK,Greenland,64.183333,-51.75,GREENLAND  WEST COAST
32527,670,SUKKERTOPPEN,Greenland,65.416667,-52.916667,GREENLAND  WEST COAST
32528,680,KANGAMIUT,Greenland,65.816667,-53.3,GREENLAND  WEST COAST
32529,690,HOLSTEINSBORG,Greenland,66.916667,-53.7,GREENLAND  WEST COAST
32530,695,CAMP LLOYD,Greenland,66.966667,-50.95,GREENLAND  WEST COAST
32531,700,AGTO,Greenland,67.95,-53.733333,GREENLAND  WEST COAST
32532,760,EGEDESMINDE,Greenland,68.7,-52.866667,GREENLAND  WEST COAST
32533,770,AKUNAQ,Greenland,68.75,-52.316667,GREENLAND  WEST COAST
32534,780,IKAMIUT,Greenland,68.633333,-51.833333,GREENLAND  WEST COAST
32535,790,QASIGIANNGUIT,Greenland,68.816667,-51.183333,GREENLAND  WEST COAST
32536,810,JAKOBSHAVN,Greenland,69.216667,-51.1,GREENLAND  WEST COAST
32537,820,RODEBAY,Greenland,69.35,-51.016667,GREENLAND  WEST COAST
32538,840,GODHAVN,Greenland,69.233333,-53.533333,GREENLAND  WEST COAST
32539,850,QUTDLIGSSAT,Greenland,70.083333,-53,GREENLAND  WEST COAST
32540,870,NIAQORNAT,Greenland,70.8,-53.666667,GREENLAND  WEST COAST
32541,880,QAERSUT,Greenland,70.733333,-52.633333,GREENLAND  WEST COAST
32542,890,UMANAK HARBOR,Greenland,70.683333,-52.15,GREENLAND  WEST COAST
32543,900,IKERASAK,Greenland,70.5,-51.316667,GREENLAND  WEST COAST
32544,910,SATUT,Greenland,70.816667,-51.65,GREENLAND  WEST COAST
32545,920,UVKUSIGSSAT,Greenland,71.066667,-51.9,GREENLAND  WEST COAST
32546,925,MARMORILIK,Greenland,71.133333,-51.283333,GREENLAND  WEST COAST
32547,930,IGDLORSSUIT,Greenland,71.233333,-53.516667,GREENLAND  WEST COAST
32548,940,SONDRE UPERNAVIK,Greenland,72.15,-55.533333,GREENLAND  WEST COAST
32549,950,PORT PROVEN,Greenland,72.366667,-55.566667,GREENLAND  WEST COAST
32550,960,UPERNAVIK,Greenland,72.766667,-56.15,GREENLAND  WEST COAST
32551,980,QAGSERSSUAK,Greenland,73.083333,-55.75,GREENLAND  WEST COAST
32552,990,TASIUSSAQ,Greenland,73.366667,-56,GREENLAND  WEST COAST
32553,1000,THULE AIR BASE,Greenland,76.533333,-68.866667,GREENLAND  WEST COAST
32554,1020,POND INLET,Canada,72.75,-76.75,BAFFIN ISLAND
32555,1035,PADLOPING ISLAND,Canada,67.033333,-62.733333,BAFFIN ISLAND
32556,1040,PANGNIRTUNG,Canada,66.133333,-65.75,BAFFIN ISLAND
32557,1050,LAKE HARBOR,Canada,62.8,-69.833333,BAFFIN ISLAND
32558,1060,CAPE DORSET HARBOR,Canada,64.25,-76.55,BAFFIN ISLAND
32559,1080,CORAL HARBOR,Canada,64.1,-83.25,HUDSON BAY
32560,1090,CHURCHILL,Canada,58.783333,-94.183333,HUDSON BAY
32561,1120,MOOSONEE,Canada,51.283333,-80.616667,HUDSON BAY
32562,1140,INOUCDJOUAC,Canada,58.466667,-78.133333,HUDSON BAY
32563,1150,SMITH ISLAND,Canada,60.733333,-78.5,HUDSON BAY
32564,1170,WOLSTENHOLME,Canada,62.583333,-77.5,HUDSON STRAIT
32565,1180,SUGLUK INLET,Canada,62.3,-75.55,HUDSON STRAIT
32566,1190,MARICOURT,Canada,61.6,-71.95,HUDSON STRAIT
32567,1210,FORT CHIMO,Canada,58.1,-68.4,HUDSON STRAIT
32568,2390,HAWKESBURY,Canada,45.616667,-74.616667,OTTAWA RIVER
32569,2400,FASSETT,Canada,45.65,-74.866667,OTTAWA RIVER
32570,2420,MONTEBELLO,Canada,45.65,-74.933333,OTTAWA RIVER
32571,2430,PAPINEAUVILLE,Canada,45.616667,-75.016667,OTTAWA RIVER
32572,2460,THURSO,Canada,45.6,-75.233333,OTTAWA RIVER
32573,2470,ROCKLAND,Canada,45.55,-75.3,OTTAWA RIVER
32574,2480,CUMBERLAND,Canada,45.516667,-75.4,OTTAWA RIVER
32575,2490,MASSON,Canada,45.533333,-75.416667,OTTAWA RIVER
32576,2510,GATINEAU,Canada,45.483333,-75.65,OTTAWA RIVER
32577,2520,OTTAWA,Canada,45.433333,-75.7,OTTAWA RIVER
32578,2530,HULL,Canada,45.433333,-75.7,OTTAWA RIVER
32579,2550,BEAUHARNOIS,Canada,45.316667,-73.883333,CANADA ST LAWRENCE R
32580,2560,COTEAU LANDING,Canada,45.25,-74.2,CANADA ST LAWRENCE R
32581,2570,ST ZOTIQUE,Canada,45.25,-74.25,CANADA ST LAWRENCE R
32582,2590,ST ANICET,Canada,45.133333,-74.366667,CANADA ST LAWRENCE R
32583,2600,SOUTH LANCASTER,Canada,45.133333,-74.5,CANADA ST LAWRENCE R
32584,2620,CORNWALL,Canada,45.016667,-74.733333,CANADA ST LAWRENCE R
32585,2670,CARDINAL,Canada,44.783333,-75.383333,CANADA ST LAWRENCE R
32586,2680,LOWER LAKES TERMINAL,Canada,44.733333,-75.466667,CANADA ST LAWRENCE R
32587,2690,PRESCOTT,Canada,44.7,-75.516667,CANADA ST LAWRENCE R
32588,2700,BROCKVILLE,Canada,44.583333,-75.666667,CANADA ST LAWRENCE R
